product_id,product_name,category,brand,unit_cost,list_price,uom,status,created_at
PROD00107,Wireless Router v4,Electronics,DailyFresh,250.81,566.61,PK,ACTIVE,2024-12-09 23:52:00
PROD00108,Cordless Drill v2,Home & Garden,HomePro,792.06,1205.45,EA,ACTIVE,2025-07-11 09:45:00
PROD00109,Garden Hose v1,Home & Garden,HomePro,538.3,1120.02,BOX,DISCONTINUED,2025-09-01 09:54:00
PROD00110,LED Floor Lamp v3,Home & Garden,CorePower,816.37,1213.41,EA,ACTIVE,2024-11-22 10:57:00
PROD00111,Air Fryer v4,Home & Garden,DailyFresh,411.87,969.83,PK,ACTIVE,2024-11-17 08:56:00
PROD00112,Robot Vacuum v1,Home & Garden,UrbanFit,72.97,147.04,PK,DISCONTINUED,2025-06-13 00:31:00
PROD00113,Outdoor Heater v1,Home & Garden,Voltix,786.4,1389.63,BOX,ACTIVE,2025-10-20 07:33:00
PROD00114,Tool Set v1,Home & Garden,Voltix,454.82,957.85,PK,ACTIVE,2025-04-07 15:47:00
PROD00115,Pressure Washer v4,Home & Garden,TrailMax,318.3,590.4,PK,DISCONTINUED,2024-08-25 11:19:00
PROD00116,Olive Oil 1L v5,Grocery,DailyFresh,640.3,1453.25,EA,ACTIVE,2025-08-05 16:46:00
PROD00117,Coffee Beans 500g v4,Grocery,HomePro,577.26,795.16,BOX,ACTIVE,2025-02-17 15:01:00
PROD00118,Protein Bars 12pk v4,Grocery,TrailMax,222.95,465.79,EA,ACTIVE,2024-11-26 12:40:00
PROD00119,Basmati Rice 5kg v5,Grocery,DailyFresh,100.71,153.96,BOX,ACTIVE,2025-01-01 21:22:00
PROD00120,Almond Milk 1L v4,Grocery,TrailMax,799.64,1334.78,PK,ACTIVE,2024-09-09 18:33:00
PROD00121,Dark Chocolate 200g v1,Grocery,DailyFresh,632.84,1392.88,PK,ACTIVE,2025-01-13 03:00:00
PROD00122,Running Shoes v4,Apparel,CorePower,451.04,912.29,EA,ACTIVE,2025-07-04 17:42:00
PROD00123,Rain Jacket v1,Apparel,TrailMax,149.7,267.09,EA,DISCONTINUED,2024-09-08 06:18:00
PROD00124,Merino Jumper v4,Apparel,TrailMax,743.62,1002.49,EA,DISCONTINUED,2025-02-15 21:53:00
PROD00125,Denim Jeans v3,Apparel,TrailMax,4.57,6.86,BOX,ACTIVE,2025-12-20 02:45:00
PROD00126,Hi-Vis Vest v2,Apparel,DailyFresh,246.52,590.44,BOX,ACTIVE,2025-01-14 07:02:00
PROD00127,Work Boots v4,Apparel,DailyFresh,427.97,695.69,PK,ACTIVE,2025-11-19 08:58:00
PROD00128,Yoga Mat v5,Sports,DailyFresh,274.61,431.93,BOX,ACTIVE,2025-10-04 18:08:00
PROD00129,Dumbbell Set 20kg v2,Sports,DailyFresh,616.26,887.05,BOX,ACTIVE,2025-01-20 09:05:00
PROD00130,Camping Tent 4P v4,Sports,UrbanFit,270.41,625.33,EA,DISCONTINUED,2025-09-23 13:06:00
PROD00131,Mountain Bike Helmet v3,Sports,UrbanFit,128.19,221.8,BOX,ACTIVE,2025-04-15 11:27:00
PROD00132,Esky 40L v4,Sports,Voltix,422.03,993.35,BOX,ACTIVE,2025-12-22 13:05:00
PROD00133,4K TV v3,Electronics,HomePro,681.25,1320.43,BOX,ACTIVE,2024-10-23 19:34:00
PROD00134,Bluetooth Speaker v1,Electronics,DailyFresh,810.32,1825.95,EA,DISCONTINUED,2025-07-28 00:29:00
PROD00135,Laptop v4,Electronics,Voltix,727.5,1636.8,EA,ACTIVE,2025-01-04 20:06:00
PROD00136,Tablet v3,Electronics,UrbanFit,302.8,398.75,PK,ACTIVE,2025-11-04 01:07:00
PROD00137,Noise-Cancel Headphones v1,Electronics,CorePower,667.46,1341.12,EA,ACTIVE,2025-06-02 23:31:00
PROD00138,Smart Watch v2,Electronics,TrailMax,126.22,287.03,BOX,ACTIVE,2025-08-22 00:51:00
PROD00139,Gaming Console v1,Electronics,Voltix,438.52,888.15,EA,ACTIVE,2025-06-24 03:33:00
PROD00140,Wireless Router v4,Electronics,Voltix,90.79,131.21,BOX,DISCONTINUED,2025-03-07 01:59:00
PROD00141,Cordless Drill v2,Home & Garden,HomePro,113.14,190.69,BOX,ACTIVE,2025-10-13 19:43:00
PROD00142,Garden Hose v1,Home & Garden,DailyFresh,397.46,790.86,EA,ACTIVE,2024-11-21 04:52:00
PROD00143,LED Floor Lamp v5,Home & Garden,CorePower,671.16,999.24,BOX,ACTIVE,2025-04-19 15:18:00
PROD00144,Air Fryer v5,Home & Garden,DailyFresh,263.35,347.63,PK,ACTIVE,2025-03-07 12:44:00
PROD00145,Robot Vacuum v4,Home & Garden,HomePro,720.67,1266.04,EA,ACTIVE,2025-04-10 03:36:00
PROD00146,Outdoor Heater v1,Home & Garden,CorePower,352.93,-1.0,BOX,DISCONTINUED,2024-09-09 11:08:00
PROD00147,Tool Set v3,Home & Garden,Voltix,423.24,875.12,EA,ACTIVE,2025-05-02 16:13:00
PROD00148,Pressure Washer v4,Home & Garden,UrbanFit,316.56,648.15,EA,ACTIVE,2025-07-20 04:22:00
PROD00149,Olive Oil 1L v4,Grocery,CorePower,591.72,1109.93,EA,ACTIVE,2025-09-24 21:19:00
PROD00150,Coffee Beans 500g v4,Grocery,DailyFresh,831.44,1065.78,PK,ACTIVE,2025-06-09 22:59:00
PROD00151,Protein Bars 12pk v3,Grocery,HomePro,458.25,912.23,BOX,ACTIVE,2025-06-16 18:22:00
PROD00152,Basmati Rice 5kg v1,Grocery,Voltix,527.71,1158.78,EA,ACTIVE,2024-12-15 03:42:00
PROD00153,Almond Milk 1L v4,Grocery,TrailMax,99.17,230.18,EA,ACTIVE,2024-10-11 05:46:00
PROD00154,Dark Chocolate 200g v4,Grocery,Voltix,803.66,1693.29,EA,ACTIVE,2024-10-16 01:54:00
PROD00155,Running Shoes v3,Apparel,UrbanFit,675.94,1169.26,BOX,ACTIVE,2025-12-04 05:20:00
PROD00156,Rain Jacket v2,Apparel,CorePower,100.46,174.74,BOX,ACTIVE,2024-11-27 08:31:00
PROD00157,Merino Jumper v2,Apparel,CorePower,396.01,611.17,EA,DISCONTINUED,2025-10-09 16:51:00
PROD00158,Denim Jeans v1,Apparel,CorePower,711.84,927.69,BOX,ACTIVE,2024-12-01 01:51:00
PROD00159,Hi-Vis Vest v4,Apparel,UrbanFit,129.94,156.74,BOX,ACTIVE,2025-02-09 05:43:00
PROD00160,Work Boots v5,Apparel,DailyFresh,658.06,1509.05,EA,ACTIVE,2025-06-07 15:32:00
PROD00161,Yoga Mat v5,Sports,HomePro,319.49,620.51,EA,DISCONTINUED,2025-03-25 20:24:00
PROD00162,Dumbbell Set 20kg v2,Sports,UrbanFit,787.08,1482.06,PK,ACTIVE,2024-10-18 15:14:00
PROD00163,Camping Tent 4P v1,Sports,HomePro,50.13,92.67,PK,ACTIVE,2025-03-06 22:22:00
PROD00164,Mountain Bike Helmet v3,Sports,Voltix,64.89,145.73,BOX,ACTIVE,2025-10-29 16:59:00
PROD00165,Esky 40L v5,Sports,Voltix,551.68,868.72,BOX,ACTIVE,2025-06-13 15:59:00
PROD00166,4K TV v1,Electronics,Voltix,825.98,1251.91,PK,DISCONTINUED,2024-12-30 06:21:00
PROD00167,Bluetooth Speaker v2,Electronics,UrbanFit,799.67,1016.6,BOX,ACTIVE,2025-12-05 21:58:00
PROD00168,Laptop v1,Electronics,UrbanFit,790.93,1172.74,BOX,ACTIVE,2025-02-12 02:26:00
PROD00169,Tablet v1,Electronics,UrbanFit,539.94,1044.74,PK,ACTIVE,2025-01-04 23:02:00
PROD00170,Noise-Cancel Headphones v2,Electronics,CorePower,97.24,174.63,PK,DISCONTINUED,2025-04-20 09:50:00
PROD00171,Smart Watch v1,Electronics,Voltix,765.45,1810.87,EA,ACTIVE,2025-05-19 19:55:00
PROD00172,Gaming Console v1,Electronics,UrbanFit,343.93,694.85,PK,ACTIVE,2025-03-05 12:44:00
PROD00173,Wireless Router v5,Electronics,HomePro,116.21,237.25,EA,DISCONTINUED,2024-10-18 19:57:00
PROD00174,Cordless Drill v4,Home & Garden,Voltix,333.47,477.65,EA,ACTIVE,2024-10-05 18:00:00
PROD00175,Garden Hose v5,Home & Garden,UrbanFit,207.5,435.12,EA,ACTIVE,2025-11-09 23:15:00
PROD00176,LED Floor Lamp v2,Home & Garden,DailyFresh,732.11,945.84,EA,ACTIVE,2024-09-10 10:22:00
PROD00177,Air Fryer v3,Home & Garden,HomePro,543.76,1233.52,BOX,DISCONTINUED,2025-04-21 21:07:00
PROD00178,Robot Vacuum v5,Home & Garden,HomePro,592.3,765.05,PK,ACTIVE,2025-11-21 07:28:00
PROD00179,Outdoor Heater v5,Home & Garden,TrailMax,642.97,1497.94,BOX,ACTIVE,2025-05-15 08:20:00
PROD00180,Tool Set v1,Home & Garden,TrailMax,629.2,1135.16,PK,DISCONTINUED,2025-01-09 02:13:00
PROD00181,Pressure Washer v5,Home & Garden,HomePro,821.2,1814.61,PK,ACTIVE,2024-10-20 11:46:00
PROD00182,Olive Oil 1L v2,Grocery,CorePower,735.48,1007.87,PK,DISCONTINUED,2025-12-19 03:01:00
PROD00183,Coffee Beans 500g v3,Grocery,UrbanFit,451.02,559.49,PK,ACTIVE,2025-10-16 02:03:00
PROD00184,Protein Bars 12pk v4,Grocery,Voltix,254.07,490.79,PK,DISCONTINUED,2025-04-03 01:14:00
PROD00185,Basmati Rice 5kg v4,Grocery,UrbanFit,188.33,267.68,EA,ACTIVE,2024-09-04 17:48:00
PROD00186,Almond Milk 1L v5,Grocery,TrailMax,315.63,388.6,PK,ACTIVE,2025-09-10 00:21:00
PROD00187,Dark Chocolate 200g v4,Grocery,CorePower,654.3,1273.16,BOX,ACTIVE,2025-10-06 03:35:00
PROD00188,Running Shoes v3,Apparel,UrbanFit,351.75,726.56,PK,DISCONTINUED,2025-06-08 23:36:00
PROD00189,Rain Jacket v4,Apparel,DailyFresh,693.04,1047.96,BOX,ACTIVE,2024-10-25 00:17:00
PROD00190,Merino Jumper v1,Apparel,HomePro,720.43,1686.64,BOX,ACTIVE,2025-02-07 18:25:00
PROD00191,Denim Jeans v3,Apparel,CorePower,38.59,59.01,PK,ACTIVE,2024-10-21 09:36:00
PROD00192,Hi-Vis Vest v2,Apparel,DailyFresh,596.06,1313.24,PK,ACTIVE,2025-04-01 00:29:00
PROD00193,Work Boots v5,Apparel,HomePro,37.16,60.59,PK,ACTIVE,2025-06-11 02:17:00
PROD00194,Yoga Mat v1,Sports,DailyFresh,807.75,1503.82,EA,ACTIVE,2025-09-15 08:16:00
PROD00195,Dumbbell Set 20kg v2,Sports,HomePro,782.67,1058.69,BOX,ACTIVE,2024-12-16 03:41:00
PROD00196,Camping Tent 4P v4,Sports,UrbanFit,38.5,77.82,PK,ACTIVE,2025-05-29 22:14:00
PROD00197,Mountain Bike Helmet v3,Sports,TrailMax,58.49,120.34,EA,ACTIVE,2025-05-22 22:02:00
PROD00198,Esky 40L v1,Sports,UrbanFit,542.12,878.06,PK,ACTIVE,2025-05-07 02:15:00
PROD00199,4K TV v4,Electronics,Voltix,186.82,352.05,BOX,DISCONTINUED,2025-11-10 09:09:00
PROD00200,Bluetooth Speaker v3,Electronics,TrailMax,26.13,50.39,PK,ACTIVE,2025-04-16 09:39:00
PROD00201,Laptop v3,Electronics,HomePro,31.92,52.41,BOX,ACTIVE,2024-10-12 19:13:00
PROD00202,Tablet v5,Electronics,UrbanFit,728.0,1319.83,BOX,ACTIVE,2025-12-13 06:24:00
PROD00203,Noise-Cancel Headphones v2,Electronics,DailyFresh,748.33,927.27,BOX,ACTIVE,2025-12-21 02:59:00
PROD00204,Smart Watch v5,Electronics,CorePower,893.12,1677.71,BOX,DISCONTINUED,2025-05-21 23:07:00
PROD00205,Gaming Console v1,Electronics,UrbanFit,763.45,1399.64,PK,DISCONTINUED,2025-01-28 08:12:00
PROD00206,Wireless Router v2,Electronics,TrailMax,753.06,1168.51,EA,ACTIVE,2024-12-15 14:20:00
PROD00207,Cordless Drill v2,Home & Garden,DailyFresh,674.38,902.66,BOX,DISCONTINUED,2025-02-20 02:22:00
PROD00208,Garden Hose v3,Home & Garden,CorePower,506.17,653.84,PK,ACTIVE,2025-04-05 13:14:00
PROD00209,LED Floor Lamp v2,Home & Garden,UrbanFit,514.13,1127.05,EA,DISCONTINUED,2025-07-30 18:42:00
PROD00210,Air Fryer v3,Home & Garden,TrailMax,127.77,193.23,PK,ACTIVE,2024-09-29 13:26:00
PROD00211,Robot Vacuum v4,Home & Garden,CorePower,456.5,629.09,EA,ACTIVE,2025-11-10 14:00:00
PROD00212,Outdoor Heater v5,Home & Garden,CorePower,153.43,261.19,PK,ACTIVE,2024-10-22 01:53:00
PROD00213,Tool Set v1,Home & Garden,HomePro,390.55,792.06,BOX,DISCONTINUED,2025-11-24 13:22:00
PROD00214,Pressure Washer v2,Home & Garden,CorePower,118.2,240.69,PK,ACTIVE,2025-02-07 10:37:00
PROD00215,Olive Oil 1L v1,Grocery,Voltix,549.45,730.4,BOX,ACTIVE,2025-12-18 14:58:00
PROD00216,Coffee Beans 500g v4,Grocery,TrailMax,370.35,644.3,PK,ACTIVE,2025-08-29 05:46:00
PROD00217,Protein Bars 12pk v5,Grocery,Voltix,690.3,1587.42,EA,ACTIVE,2025-06-18 18:23:00
PROD00218,Basmati Rice 5kg v3,Grocery,DailyFresh,607.82,1060.18,EA,ACTIVE,2025-12-15 03:14:00
PROD00219,Almond Milk 1L v5,Grocery,UrbanFit,270.42,-1.0,BOX,DISCONTINUED,2025-01-12 10:24:00
PROD00220,Dark Chocolate 200g v2,Grocery,Voltix,289.45,409.31,BOX,ACTIVE,2025-03-27 16:17:00
PROD00221,Running Shoes v1,Apparel,TrailMax,519.32,1006.74,PK,ACTIVE,2024-10-18 09:17:00
PROD00222,Rain Jacket v2,Apparel,TrailMax,440.03,646.12,PK,ACTIVE,2025-12-05 07:42:00
PROD00223,Merino Jumper v5,Apparel,UrbanFit,253.65,333.59,EA,ACTIVE,2025-06-21 01:57:00
PROD00224,Denim Jeans v1,Apparel,DailyFresh,487.69,1052.82,EA,ACTIVE,2024-12-01 09:36:00
PROD00225,Hi-Vis Vest v2,Apparel,DailyFresh,386.15,669.5,PK,ACTIVE,2025-08-20 22:58:00
PROD00226,Work Boots v4,Apparel,DailyFresh,760.89,1318.84,PK,ACTIVE,2025-11-04 04:17:00
PROD00227,Yoga Mat v3,Sports,Voltix,659.54,883.62,BOX,ACTIVE,2025-08-26 02:20:00
PROD00228,Dumbbell Set 20kg v4,Sports,CorePower,144.43,231.44,BOX,ACTIVE,2025-08-15 22:20:00
PROD00229,Camping Tent 4P v1,Sports,CorePower,803.48,1001.16,BOX,ACTIVE,2024-11-24 17:42:00
PROD00230,Mountain Bike Helmet v1,Sports,HomePro,754.52,1472.29,EA,DISCONTINUED,2025-11-08 07:43:00
PROD00231,Esky 40L v4,Sports,HomePro,179.33,316.36,BOX,DISCONTINUED,2025-01-10 04:12:00
PROD00232,4K TV v5,Electronics,CorePower,572.76,748.28,BOX,ACTIVE,2024-08-20 13:04:00
